【INFO】2025-11-15 11:23:13,011 - config.py - 'API_TOKEN' 未设置，已随机生成新的【API_TOKEN】nCgsRdpxD0iLzrn_VJ9N2A
【ERROR】2025-11-15 11:48:43,710 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/KoWming/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,709 - plugin.py - 获取v2插件库失败：https://github.com/thsrite/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,710 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/wikrin/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /wikrin/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff831ab0b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【WARNING】2025-11-15 11:48:43,710 - plugin.py - 获取v2插件库失败：https://github.com/honue/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,710 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/wikrin/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /wikrin/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff83159b80>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,711 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/HankunYu/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /HankunYu/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606919a0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,713 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/Aqr-K/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /Aqr-K/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff60693c20>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,713 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/baozaodetudou/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /baozaodetudou/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff60692450>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,712 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/HankunYu/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /HankunYu/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff60691d00>: Failed to establish a new connection: [Errno 111] Connection refused'))
【WARNING】2025-11-15 11:48:43,713 - plugin.py - 获取插件库失败：https://github.com/KoWming/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,713 - plugin.py - 获取插件库失败：https://github.com/InfinityPacer/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,714 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/Aqr-K/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /Aqr-K/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff60690950>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,715 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/hotlcc/MoviePilot-Plugins-Third/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /hotlcc/MoviePilot-Plugins-Third/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606b8bf0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【WARNING】2025-11-15 11:48:43,714 - plugin.py - 获取v2插件库失败：https://github.com/KoWming/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,714 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/wikrin/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,715 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/wikrin/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,714 - plugin.py - 获取v2插件库失败：https://github.com/madrays/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,714 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/baozaodetudou/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /baozaodetudou/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff60692ab0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,715 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/HankunYu/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,715 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/hotlcc/MoviePilot-Plugins-Third/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /hotlcc/MoviePilot-Plugins-Third/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606b83b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,715 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/Aqr-K/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,716 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/HankunYu/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,716 - plugin.py - 获取v2插件库失败：https://github.com/wikrin/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,716 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/gxterry/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /gxterry/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606b98e0>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,717 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/Aqr-K/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,717 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/baozaodetudou/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,717 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/baozaodetudou/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,717 - plugin.py - 获取v2插件库失败：https://github.com/HankunYu/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,717 - plugin.py - 获取插件库失败：https://github.com/wikrin/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,717 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/hotlcc/MoviePilot-Plugins-Third/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,718 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/gxterry/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /gxterry/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606ba120>: Failed to establish a new connection: [Errno 111] Connection refused'))
【ERROR】2025-11-15 11:48:43,724 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/gxterry/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,724 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/DzAvril/MoviePilot-Plugins/main/package.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /DzAvril/MoviePilot-Plugins/main/package.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606ba990>: Failed to establish a new connection: [Errno 111] Connection refused'))
【WARNING】2025-11-15 11:48:43,717 - plugin.py - 获取插件库失败：https://github.com/Aqr-K/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,717 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/hotlcc/MoviePilot-Plugins-Third/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,717 - plugin.py - 获取插件库失败：https://github.com/HankunYu/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,724 - plugin.py - 获取v2插件库失败：https://github.com/Aqr-K/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,724 - plugin.py - 获取插件库失败：https://github.com/baozaodetudou/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,724 - plugin.py - 获取v2插件库失败：https://github.com/baozaodetudou/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,725 - plugin.py - 获取插件库失败：https://github.com/hotlcc/MoviePilot-Plugins-Third，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,725 - plugin.py - 获取v2插件库失败：https://github.com/hotlcc/MoviePilot-Plugins-Third，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,725 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/gxterry/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,725 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/DzAvril/MoviePilot-Plugins/main/package.json，请检查网络连接或 GitHub 配置
【ERROR】2025-11-15 11:48:43,725 - plugin.py - [GitHub] 请求失败，策略：直连, URL: https://raw.githubusercontent.com/DzAvril/MoviePilot-Plugins/main/package.v2.json，错误：HTTPSConnectionPool(host='raw.githubusercontent.com', port=443): Max retries exceeded with url: /DzAvril/MoviePilot-Plugins/main/package.v2.json (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xffff606b9e20>: Failed to establish a new connection: [Errno 111] Connection refused'))
【WARNING】2025-11-15 11:48:43,725 - plugin.py - 获取插件库失败：https://github.com/gxterry/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,725 - plugin.py - 获取v2插件库失败：https://github.com/gxterry/MoviePilot-Plugins，请检查 GitHub 网络连接
【WARNING】2025-11-15 11:48:43,725 - plugin.py - 获取插件库失败：https://github.com/DzAvril/MoviePilot-Plugins，请检查 GitHub 网络连接
【ERROR】2025-11-15 11:48:43,726 - plugin.py - [GitHub] 所有策略均请求失败，URL: https://raw.githubusercontent.com/DzAvril/MoviePilot-Plugins/main/package.v2.json，请检查网络连接或 GitHub 配置
【WARNING】2025-11-15 11:48:43,726 - plugin.py - 获取v2插件库失败：https://github.com/DzAvril/MoviePilot-Plugins，请检查 GitHub 网络连接
【INFO】2025-11-15 11:48:43,726 - plugin.py - 共获取到 0 个线上插件
【INFO】2025-11-15 11:48:46,548 - system.py - 已恢复插件目录: wxpushermsg
【INFO】2025-11-15 11:48:46,549 - system.py - 已恢复插件目录: siterefresh
【INFO】2025-11-15 11:48:46,549 - system.py - 已恢复插件目录: neodbsync
【INFO】2025-11-15 11:48:46,549 - system.py - 已恢复插件目录: cleaninvalidseed
【INFO】2025-11-15 11:48:46,549 - system.py - 已恢复插件目录: autosubv2
【INFO】2025-11-15 11:48:46,549 - system.py - 已恢复插件目录: torrenttransfer
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: imdbsource
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: ipdetect
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: autosignin
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: pushplusmsg
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: downloadsitetag
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: chatgpt
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: torrentremover
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: customsites
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: autoclean
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: pushdeermsg
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: subscribeclear
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: downloadingmsg
【INFO】2025-11-15 11:48:46,550 - system.py - 已恢复插件目录: trendingshow
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: synccookiecloud
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: crossseed
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: barkmsg
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: multiclass
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: contractcheck
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: feishumsg
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: dingdingmsg
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: cleaninvalidplugin
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: historytov2
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: mediaservermsg
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: speedlimiter
【INFO】2025-11-15 11:48:46,551 - system.py - 已恢复插件目录: customindexer
【INFO】2025-11-15 11:48:46,552 - system.py - 已恢复插件目录: sitestatistic
【INFO】2025-11-15 11:48:46,552 - system.py - 插件恢复完成，共恢复 73 个项目
【INFO】2025-11-15 11:48:46,552 - system.py - 已删除插件备份目录: /config/plugins_backup
【INFO】2025-11-15 11:48:46,552 - monitor.py - 未找到任何目录监控配置
【ERROR】2025-11-15 11:49:04,644 - tmdbapi.py - 无法连接TheMovieDb，请检查网络连接！
【ERROR】2025-11-15 11:49:08,640 - tmdbapi.py - 无法连接TheMovieDb，请检查网络连接！
【ERROR】2025-11-15 11:49:28,701 - tmdbapi.py - 无法连接TheMovieDb，请检查网络连接！
【ERROR】2025-11-15 11:49:48,739 - tmdbapi.py - 无法连接TheMovieDb，请检查网络连接！
【INFO】2025-11-15 11:49:52,022 - douban - 开始发现豆瓣 电影 ...
【INFO】2025-11-15 11:49:53,161 - douban - 开始发现豆瓣 电视剧 ...
【INFO】2025-11-15 11:49:59,963 - douban - 开始发现豆瓣 电影 ...
【INFO】2025-11-15 11:50:01,392 - douban - 开始发现豆瓣 电视剧 ...
【INFO】2025-11-15 11:50:07,275 - douban - 开始发现豆瓣 电影 ...
【INFO】2025-11-15 11:50:08,695 - douban - 开始发现豆瓣 电视剧 ...
【INFO】2025-11-15 11:50:13,302 - douban - 开始发现豆瓣 电影 ...
【INFO】2025-11-15 11:50:14,660 - douban - 开始发现豆瓣 电视剧 ...
【INFO】2025-11-15 11:50:18,183 - douban - 开始发现豆瓣 电影 ...
【INFO】2025-11-15 11:50:19,272 - douban - 开始发现豆瓣 电视剧 ...
【INFO】2025-11-15 11:50:43,675 - subscribe.py - 开始预缓存订阅日历 ...
【INFO】2025-11-15 11:50:43,676 - subscribe.py - 订阅日历预缓存完成
【INFO】2025-11-15 11:50:49,366 - system.py - 已备份插件目录: apprisemsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: autoclean
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: autosignin
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: autosubv2
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: bangumicoll
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: barkmsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: brushflow
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: bugreporter
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: categoryeditor
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: chatgpt
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: chinesesubfinder
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: clashruleprovider
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: cleaninvalidplugin
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: cleaninvalidseed
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: cloudflarespeedtest
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: contractcheck
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: crossseed
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: customhosts
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: customindexer
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: customsites
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: dailyword
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: dingdingmsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: doubanrank
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: doubansync
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: downloadingmsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: downloadsitetag
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: dynamicwechat
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: episodegroupmeta
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: feishumsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: ffmpegthumb
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: gotifymsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: historytov2
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: imdbsource
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: invitessignin
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: ipdetect
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: iyuuauth
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: iyuuautoseed
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: iyuumsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: lexiannot
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: libraryscraper
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: linkmonitor
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: mediaservermsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: mediaserverrefresh
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: meowmsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: moviepilotupdatenotify
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: mpserverstatus
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: multiclass
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: neodbsync
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: ntfymsg
【INFO】2025-11-15 11:50:49,367 - system.py - 已备份插件目录: personmeta
【INFO】2025-11-15 11:50:52,369 - system.py - 已备份插件目录: playletcategory
【INFO】2025-11-15 11:50:52,369 - system.py - 已备份插件目录: pushdeermsg
【INFO】2025-11-15 11:50:52,369 - system.py - 已备份插件目录: pushplusmsg
【INFO】2025-11-15 11:50:52,369 - system.py - 已备份插件目录: qbcommand
【INFO】2025-11-15 11:50:52,370 - system.py - 已备份插件目录: remoteidentifiers
【INFO】2025-11-15 11:50:52,370 - system.py - 已备份插件目录: removelink
【INFO】2025-11-15 11:50:52,370 - system.py - 已备份插件目录: rsssubscribe
【INFO】2025-11-15 11:50:52,370 - system.py - 已备份插件目录: siterefresh
【INFO】2025-11-15 11:50:52,370 - system.py - 已备份插件目录: sitestatistic
【INFO】2025-11-15 11:50:52,370 - system.py - 已备份插件目录: speedlimiter
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: subscribeclear
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: synccookiecloud
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: tmdbwallpaper
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: tobypasstrackers
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: torrentremover
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: torrenttransfer
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: trackereditor
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: trendingshow
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: tvdbdiscover
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: webhook
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: workwechatmsg
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: wxpushermsg
【INFO】2025-11-15 11:50:52,371 - system.py - 已备份插件目录: zvideohelper
【INFO】2025-11-15 11:50:52,371 - system.py - 插件备份完成，备份位置: /config/plugins_backup
【INFO】2025-11-15 11:50:52,371 - scheduler.py - 正在停止定时任务...
【INFO】2025-11-15 11:50:52,371 - scheduler.py - 定时任务停止完成
【INFO】2025-11-15 11:50:52,372 - plugin.py - 正在停止所有插件...
【INFO】2025-11-15 11:50:52,372 - plugin.py - 插件停止完成
【INFO】2025-11-15 11:50:52,372 - plugin.py - 未启用插件文件修改监测，无需停止
【INFO】2025-11-15 11:50:52,372 - module.py - 正在停止所有模块...
【INFO】2025-11-15 11:50:52,372 - thetvdb - TheTvDbModule 停止。正在清除 TVDB 会话。
【INFO】2025-11-15 11:50:52,372 - module.py - 所有模块停止完成
【INFO】2025-11-15 11:50:52,372 - event.py - 正在停止事件处理...
【INFO】2025-11-15 11:50:52,372 - event.py - 事件处理停止完成
【INFO】2025-11-15 11:50:52,372 - display.py - 正在停止虚拟显示...
【INFO】2025-11-15 11:50:52,372 - display.py - 虚拟显示已停止
【INFO】2025-11-15 11:50:52,373 - message.py - 正在停止消息队列...
【INFO】2025-11-15 11:51:23,827 - modules_initializer.py - 认证资源版本：2.4.2
【INFO】2025-11-15 11:51:23,827 - modules_initializer.py - 站点资源版本：2.1.2
【INFO】2025-11-15 11:51:23,827 - resource.py - 开始检测资源包版本...
【WARNING】2025-11-15 11:51:23,827 - log.py - 无法连接资源包仓库！
【INFO】2025-11-15 11:51:23,827 - modules_initializer.py - 用户认证失败，站点认证参数未设置，无法自动进行用户认证！
【INFO】2025-11-15 11:51:23,827 - category.py - 已加载二级分类策略 category.yaml
【INFO】2025-11-15 11:51:23,827 - subscribe.py - 当前用户UUID: 2bc736d722e2b4148dcf7acd5fcc7be08e9fe149e5fccf3c2fea63ef9ab12a7b
【INFO】2025-11-15 11:51:23,827 - chain - NotificationType.Manual 的消息已设置发送给管理员
【INFO】2025-11-15 11:51:23,827 - message.py - 发送消息：{'message': Notification(channel=None, source=None, mtype=<NotificationType.Manual: '手动处理'>, ctype=None, title='MoviePilot用户认证', text='用户认证失败，站点相关功能将无法使用！', image=None, link=None, userid=None, username=None, date=None, action=1, targets={}, buttons=None, original_message_id=None, original_chat_id=None)}
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: moviepilotupdatenotify
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: zvideohelper
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: webhook
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: meowmsg
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: clashruleprovider
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: trackereditor
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: tvdbdiscover
【INFO】2025-11-15 11:51:23,827 - system.py - 已恢复插件目录: categoryeditor
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: apprisemsg
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: gotifymsg
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: linkmonitor
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: libraryscraper
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: tobypasstrackers
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: episodegroupmeta
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: cloudflarespeedtest
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: doubansync
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: iyuuauth
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: remoteidentifiers
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: ntfymsg
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: doubanrank
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: ffmpegthumb
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: workwechatmsg
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: bangumicoll
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: personmeta
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: mpserverstatus
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: tmdbwallpaper
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: playletcategory
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: removelink
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: mediaserverrefresh
【INFO】2025-11-15 11:51:23,828 - system.py - 已恢复插件目录: invitessignin
